input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
WINK;1;8502;0;10;30;300;1;0;1782748202363
WINK;1;8502;0;10;30;300;2;0;1782748203624
WINK;1;8502;0;10;30;300;3;0;1782748205156
WINK;1;8502;0;10;30;300;4;0;1782748207548
WINK;1;8502;0;10;30;300;5;0;1782748209146
WINK;1;8502;0;10;30;300;6;0;1782748210509
WINK;1;8502;0;10;30;300;7;0;1782748211876
WINK;1;8502;0;10;30;300;8;0;1782748214541
WINK;1;8502;0;10;30;300;9;0;1782748216323
WINK;1;8502;0;10;30;300;10;0;1782748219224
WINK;2;8502;0;10;30;300;1;0;1782748222100
WINK;2;8502;0;10;30;300;2;0;1782748223648
WINK;2;8502;0;10;30;300;3;0;1782748224842
WINK;2;8502;0;10;30;300;4;0;1782748226510
WINK;2;8502;0;10;30;300;5;0;1782748228096
WINK;2;8502;0;10;30;300;6;0;1782748231119
WINK;2;8502;0;10;30;300;7;0;1782748232770
WINK;2;8502;0;10;30;300;8;0;1782748234099
WINK;2;8502;0;10;30;300;9;0;1782748235833
WINK;2;8502;0;10;30;300;10;0;1782748238970
WINK;3;8502;0;10;30;300;1;1;1782748243973
WINK;3;8502;0;10;30;300;2;0;1782748245453
WINK;3;8502;0;10;30;300;3;1;1782748247708
WINK;3;8502;0;10;30;300;4;0;1782748249103
WINK;3;8502;0;10;30;300;5;0;1782748250571
WINK;3;8502;0;10;30;300;6;0;1782748251696
WINK;3;8502;0;10;30;300;7;0;1782748253194
WINK;3;8502;0;10;30;300;8;0;1782748254456
WINK;3;8502;0;10;30;300;9;0;1782748256160
WINK;3;8502;0;10;30;300;10;0;1782748257825
