input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
WINK;1;8502;0;10;80;400;1;0;1782747985510
WINK;1;8502;0;10;80;400;2;0;1782747986771
WINK;1;8502;0;10;80;400;3;0;1782747987951
WINK;1;8502;0;10;80;400;4;0;1782747989064
WINK;1;8502;0;10;80;400;5;0;1782747989991
WINK;1;8502;0;10;80;400;6;0;1782747991120
WINK;1;8502;0;10;80;400;7;0;1782747993577
WINK;1;8502;0;10;80;400;8;0;1782747994837
WINK;1;8502;0;10;80;400;9;0;1782747996249
WINK;1;8502;0;10;80;400;10;0;1782747997498
WINK;2;8502;0;10;80;400;1;0;1782748000449
WINK;2;8502;0;10;80;400;2;0;1782748001859
WINK;2;8502;0;10;80;400;3;0;1782748004773
WINK;2;8502;0;10;80;400;4;0;1782748006103
WINK;2;8502;0;10;80;400;5;0;1782748007432
WINK;2;8502;0;10;80;400;6;0;1782748008711
WINK;2;8502;0;10;80;400;7;0;1782748011027
WINK;2;8502;0;10;80;400;8;0;1782748012459
WINK;2;8502;0;10;80;400;9;0;1782748013808
WINK;2;8502;0;10;80;400;10;0;1782748015439
WINK;3;8502;0;10;80;400;1;0;1782748021031
WINK;3;8502;0;10;80;400;2;0;1782748022161
WINK;3;8502;0;10;80;400;3;0;1782748023425
WINK;3;8502;0;10;80;400;4;0;1782748024535
WINK;3;8502;0;10;80;400;5;0;1782748025885
WINK;3;8502;0;10;80;400;6;0;1782748027151
WINK;3;8502;0;10;80;400;7;0;1782748028398
WINK;3;8502;0;10;80;400;8;0;1782748030067
WINK;3;8502;0;10;80;400;9;0;1782748031327
WINK;3;8502;0;10;80;400;10;0;1782748035025
