input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
WINK;1;6;0;10;55;300;1;0;1782900223185
WINK;1;6;0;10;55;300;2;0;1782900224548
WINK;1;6;0;10;55;300;3;0;1782900225791
WINK;1;6;0;10;55;300;4;0;1782900227102
WINK;1;6;0;10;55;300;5;0;1782900228196
WINK;1;6;0;10;55;300;6;0;1782900229691
WINK;1;6;0;10;55;300;7;0;1782900230952
WINK;1;6;0;10;55;300;8;0;1782900233110
WINK;1;6;0;10;55;300;9;0;1782900234652
WINK;1;6;0;10;55;300;10;0;1782900236267
WINK;2;6;0;10;55;300;1;0;1782900239080
WINK;2;6;0;10;55;300;2;0;1782900240678
WINK;2;6;0;10;55;300;3;0;1782900241990
WINK;2;6;0;10;55;300;4;0;1782900243334
WINK;2;6;0;10;55;300;5;0;1782900244780
WINK;2;6;0;10;55;300;6;0;1782900246332
WINK;2;6;0;10;55;300;7;0;1782900247844
WINK;2;6;0;10;55;300;8;0;1782900249254
WINK;2;6;0;10;55;300;9;0;1782900250631
WINK;2;6;0;10;55;300;10;0;1782900252311
WINK;3;6;0;10;55;300;1;0;1782900255250
WINK;3;6;0;10;55;300;2;0;1782900256609
WINK;3;6;0;10;55;300;3;0;1782900258309
WINK;3;6;0;10;55;300;4;0;1782900259572
WINK;3;6;0;10;55;300;5;0;1782900260869
WINK;3;6;0;10;55;300;6;0;1782900262314
WINK;3;6;0;10;55;300;7;0;1782900265372
WINK;3;6;0;10;55;300;8;0;1782900266723
WINK;3;6;0;10;55;300;9;0;1782900268221
WINK;3;6;0;10;55;300;10;0;1782900269837
