input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
WINK;1;5;0;10;30;400;1;0;1782060279174
WINK;1;5;0;10;30;400;2;0;1782060280836
WINK;1;5;0;10;30;400;3;0;1782060282262
WINK;1;5;0;10;30;400;4;0;1782060283522
WINK;1;5;0;10;30;400;5;0;1782060284784
WINK;1;5;0;10;30;400;6;1;1782060287041
WINK;1;5;0;10;30;400;7;0;1782060288703
WINK;1;5;0;10;30;400;8;0;1782060290436
WINK;1;5;0;10;30;400;9;0;1782060291968
WINK;1;5;0;10;30;400;10;0;1782060293398
WINK;2;5;0;10;30;400;1;0;1782060296443
WINK;2;5;0;10;30;400;2;0;1782060297852
WINK;2;5;0;10;30;400;3;0;1782060299046
WINK;2;5;0;10;30;400;4;0;1782060300308
WINK;2;5;0;10;30;400;5;0;1782060301841
WINK;2;5;0;10;30;400;6;0;1782060303170
WINK;2;5;0;10;30;400;7;0;1782060304365
WINK;2;5;0;10;30;400;8;0;1782060306027
WINK;2;5;0;10;30;400;9;0;1782060307309
WINK;2;5;0;10;30;400;10;0;1782060309190
WINK;3;5;0;10;30;400;1;0;1782060313977
WINK;3;5;0;10;30;400;2;0;1782060315562
WINK;3;5;0;10;30;400;3;0;1782060316776
WINK;3;5;0;10;30;400;4;2;1782060319893
WINK;3;5;0;10;30;400;5;0;1782060321160
WINK;3;5;0;10;30;400;6;0;1782060322674
WINK;3;5;0;10;30;400;7;0;1782060324944
WINK;3;5;0;10;30;400;8;0;1782060326677
WINK;3;5;0;10;30;400;9;0;1782060328041
WINK;3;5;0;10;30;400;10;1;1782060328952
