input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
WINK;1;5;0;10;30;300;1;0;1782060229748
WINK;1;5;0;10;30;300;2;1;1782060231410
WINK;1;5;0;10;30;300;3;0;1782060232870
WINK;1;5;0;10;30;300;4;0;1782060234061
WINK;1;5;0;10;30;300;5;0;1782060235543
WINK;1;5;0;10;30;300;6;0;1782060236806
WINK;1;5;0;10;30;300;7;0;1782060238049
WINK;1;5;0;10;30;300;8;0;1782060239194
WINK;1;5;0;10;30;300;9;0;1782060240458
WINK;1;5;0;10;30;300;10;0;1782060243250
WINK;2;5;0;10;30;300;1;2;1782060246863
WINK;2;5;0;10;30;300;2;0;1782060248123
WINK;2;5;0;10;30;300;3;0;1782060249654
WINK;2;5;0;10;30;300;4;0;1782060251002
WINK;2;5;0;10;30;300;5;0;1782060252328
WINK;2;5;0;10;30;300;6;0;1782060253594
WINK;2;5;0;10;30;300;7;1;1782060255310
WINK;2;5;0;10;30;300;8;0;1782060256959
WINK;2;5;0;10;30;300;9;0;1782060258290
WINK;2;5;0;10;30;300;10;0;1782060260069
WINK;3;5;0;10;30;300;1;0;1782060263255
WINK;3;5;0;10;30;300;2;1;1782060264481
WINK;3;5;0;10;30;300;3;1;1782060266272
WINK;3;5;0;10;30;300;4;0;1782060267535
WINK;3;5;0;10;30;300;5;1;1782060269335
WINK;3;5;0;10;30;300;6;0;1782060270532
WINK;3;5;0;10;30;300;7;0;1782060272194
WINK;3;5;0;10;30;300;8;0;1782060273653
WINK;3;5;0;10;30;300;9;1;1782060274848
WINK;3;5;0;10;30;300;10;0;1782060276044
