input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
MOUSE;1;8502;0;10;30;400;1;0;1782746401931
MOUSE;1;8502;0;10;30;400;2;0;1782746402820
MOUSE;1;8502;0;10;30;400;3;0;1782746403708
MOUSE;1;8502;0;10;30;400;4;0;1782746404583
MOUSE;1;8502;0;10;30;400;5;0;1782746405475
MOUSE;1;8502;0;10;30;400;6;0;1782746406331
MOUSE;1;8502;0;10;30;400;7;0;1782746407220
MOUSE;1;8502;0;10;30;400;8;0;1782746408025
MOUSE;1;8502;0;10;30;400;9;0;1782746408764
MOUSE;1;8502;0;10;30;400;10;0;1782746409552
MOUSE;2;8502;0;10;30;400;1;0;1782746411199
MOUSE;2;8502;0;10;30;400;2;0;1782746411985
MOUSE;2;8502;0;10;30;400;3;0;1782746412809
MOUSE;2;8502;0;10;30;400;4;0;1782746413594
MOUSE;2;8502;0;10;30;400;5;0;1782746414333
MOUSE;2;8502;0;10;30;400;6;0;1782746415088
MOUSE;2;8502;0;10;30;400;7;0;1782746416061
MOUSE;2;8502;0;10;30;400;8;0;1782746416882
MOUSE;2;8502;0;10;30;400;9;0;1782746417688
MOUSE;2;8502;0;10;30;400;10;0;1782746418461
MOUSE;3;8502;0;10;30;400;1;0;1782746437819
MOUSE;3;8502;0;10;30;400;2;0;1782746438639
MOUSE;3;8502;0;10;30;400;3;0;1782746439748
MOUSE;3;8502;0;10;30;400;4;0;1782746440637
MOUSE;3;8502;0;10;30;400;5;0;1782746441463
MOUSE;3;8502;0;10;30;400;6;0;1782746442350
MOUSE;3;8502;0;10;30;400;7;0;1782746443276
MOUSE;3;8502;0;10;30;400;8;0;1782746444099
MOUSE;3;8502;0;10;30;400;9;1;1782746445406
MOUSE;3;8502;0;10;30;400;10;0;1782746446328
