input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
MOUSE;1;8502;0;10;30;300;1;0;1782746448533
MOUSE;1;8502;0;10;30;300;2;0;1782746449255
MOUSE;1;8502;0;10;30;300;3;0;1782746450059
MOUSE;1;8502;0;10;30;300;4;0;1782746450880
MOUSE;1;8502;0;10;30;300;5;0;1782746451768
MOUSE;1;8502;0;10;30;300;6;0;1782746452407
MOUSE;1;8502;0;10;30;300;7;0;1782746453061
MOUSE;1;8502;0;10;30;300;8;0;1782746453817
MOUSE;1;8502;0;10;30;300;9;0;1782746454572
MOUSE;1;8502;0;10;30;300;10;0;1782746455376
MOUSE;2;8502;0;10;30;300;1;0;1782746457072
MOUSE;2;8502;0;10;30;300;2;0;1782746457794
MOUSE;2;8502;0;10;30;300;3;0;1782746458519
MOUSE;2;8502;0;10;30;300;4;0;1782746459242
MOUSE;2;8502;0;10;30;300;5;0;1782746460015
MOUSE;2;8502;0;10;30;300;6;0;1782746460838
MOUSE;2;8502;0;10;30;300;7;0;1782746461797
MOUSE;2;8502;0;10;30;300;8;0;1782746462586
MOUSE;2;8502;0;10;30;300;9;0;1782746463359
MOUSE;2;8502;0;10;30;300;10;0;1782746464232
MOUSE;3;8502;0;10;30;300;1;0;1782746467109
MOUSE;3;8502;0;10;30;300;2;0;1782746467812
MOUSE;3;8502;0;10;30;300;3;0;1782746468533
MOUSE;3;8502;0;10;30;300;4;0;1782746469323
MOUSE;3;8502;0;10;30;300;5;0;1782746470009
MOUSE;3;8502;0;10;30;300;6;0;1782746470663
MOUSE;3;8502;0;10;30;300;7;0;1782746471504
MOUSE;3;8502;0;10;30;300;8;0;1782746472430
MOUSE;3;8502;0;10;30;300;9;0;1782746473186
MOUSE;3;8502;0;10;30;300;10;0;1782746473908
