input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
MOUSE;1;5;0;10;30;400;1;0;1782046788574
MOUSE;1;5;0;10;30;400;2;0;1782046789450
MOUSE;1;5;0;10;30;400;3;1;1782046790386
MOUSE;1;5;0;10;30;400;4;0;1782046791166
MOUSE;1;5;0;10;30;400;5;0;1782046791832
MOUSE;1;5;0;10;30;400;6;0;1782046792581
MOUSE;1;5;0;10;30;400;7;0;1782046793218
MOUSE;1;5;0;10;30;400;8;0;1782046794010
MOUSE;1;5;0;10;30;400;9;0;1782046794616
MOUSE;1;5;0;10;30;400;10;0;1782046795321
MOUSE;2;5;0;10;30;400;1;0;1782046797151
MOUSE;2;5;0;10;30;400;2;1;1782046798247
MOUSE;2;5;0;10;30;400;3;0;1782046799021
MOUSE;2;5;0;10;30;400;4;0;1782046799727
MOUSE;2;5;0;10;30;400;5;0;1782046800431
MOUSE;2;5;0;10;30;400;6;0;1782046801140
MOUSE;2;5;0;10;30;400;7;0;1782046801914
MOUSE;2;5;0;10;30;400;8;0;1782046802587
MOUSE;2;5;0;10;30;400;9;0;1782046803260
MOUSE;2;5;0;10;30;400;10;0;1782046803966
MOUSE;3;5;0;10;30;400;1;0;1782046805496
MOUSE;3;5;0;10;30;400;2;0;1782046806333
MOUSE;3;5;0;10;30;400;3;0;1782046807006
MOUSE;3;5;0;10;30;400;4;0;1782046807727
MOUSE;3;5;0;10;30;400;5;0;1782046808431
MOUSE;3;5;0;10;30;400;6;0;1782046809154
MOUSE;3;5;0;10;30;400;7;0;1782046809757
MOUSE;3;5;0;10;30;400;8;0;1782046810530
MOUSE;3;5;0;10;30;400;9;0;1782046811304
MOUSE;3;5;0;10;30;400;10;0;1782046812044
