input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
MOUSE;1;8502;0;10;80;500;1;0;1782746561985
MOUSE;1;8502;0;10;80;500;2;0;1782746562675
MOUSE;1;8502;0;10;80;500;3;0;1782746563445
MOUSE;1;8502;0;10;80;500;4;0;1782746564018
MOUSE;1;8502;0;10;80;500;5;0;1782746564839
MOUSE;1;8502;0;10;80;500;6;0;1782746565646
MOUSE;1;8502;0;10;80;500;7;0;1782746566335
MOUSE;1;8502;0;10;80;500;8;0;1782746567177
MOUSE;1;8502;0;10;80;500;9;0;1782746567764
MOUSE;1;8502;0;10;80;500;10;0;1782746568451
MOUSE;2;8502;0;10;80;500;1;0;1782746570487
MOUSE;2;8502;0;10;80;500;2;0;1782746571055
MOUSE;2;8502;0;10;80;500;3;0;1782746571928
MOUSE;2;8502;0;10;80;500;4;0;1782746572648
MOUSE;2;8502;0;10;80;500;5;0;1782746573355
MOUSE;2;8502;0;10;80;500;6;0;1782746574059
MOUSE;2;8502;0;10;80;500;7;0;1782746574679
MOUSE;2;8502;0;10;80;500;8;0;1782746575316
MOUSE;2;8502;0;10;80;500;9;0;1782746575988
MOUSE;2;8502;0;10;80;500;10;1;1782746577281
MOUSE;3;8502;0;10;80;500;1;0;1782746578882
MOUSE;3;8502;0;10;80;500;2;0;1782746579452
MOUSE;3;8502;0;10;80;500;3;0;1782746580073
MOUSE;3;8502;0;10;80;500;4;0;1782746580678
MOUSE;3;8502;0;10;80;500;5;0;1782746581232
MOUSE;3;8502;0;10;80;500;6;0;1782746581718
MOUSE;3;8502;0;10;80;500;7;1;1782746582894
MOUSE;3;8502;0;10;80;500;8;0;1782746583482
MOUSE;3;8502;0;10;80;500;9;0;1782746584157
MOUSE;3;8502;0;10;80;500;10;0;1782746584745
