input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
MOUSE;1;5;0;10;55;300;1;0;1782046840963
MOUSE;1;5;0;10;55;300;2;0;1782046841516
MOUSE;1;5;0;10;55;300;3;0;1782046842138
MOUSE;1;5;0;10;55;300;4;0;1782046842744
MOUSE;1;5;0;10;55;300;5;0;1782046843286
MOUSE;1;5;0;10;55;300;6;0;1782046843807
MOUSE;1;5;0;10;55;300;7;0;1782046844295
MOUSE;1;5;0;10;55;300;8;0;1782046844869
MOUSE;1;5;0;10;55;300;9;0;1782046845373
MOUSE;1;5;0;10;55;300;10;0;1782046845928
MOUSE;2;5;0;10;55;300;1;0;1782046847172
MOUSE;2;5;0;10;55;300;2;0;1782046847761
MOUSE;2;5;0;10;55;300;3;0;1782046848331
MOUSE;2;5;0;10;55;300;4;0;1782046848952
MOUSE;2;5;0;10;55;300;5;0;1782046849572
MOUSE;2;5;0;10;55;300;6;0;1782046850245
MOUSE;2;5;0;10;55;300;7;0;1782046850716
MOUSE;2;5;0;10;55;300;8;0;1782046851290
MOUSE;2;5;0;10;55;300;9;0;1782046851809
MOUSE;2;5;0;10;55;300;10;0;1782046852363
MOUSE;3;5;0;10;55;300;1;0;1782046853673
MOUSE;3;5;0;10;55;300;2;0;1782046854278
MOUSE;3;5;0;10;55;300;3;0;1782046854949
MOUSE;3;5;0;10;55;300;4;0;1782046855435
MOUSE;3;5;0;10;55;300;5;0;1782046855972
MOUSE;3;5;0;10;55;300;6;0;1782046856511
MOUSE;3;5;0;10;55;300;7;0;1782046857032
MOUSE;3;5;0;10;55;300;8;0;1782046857570
MOUSE;3;5;0;10;55;300;9;0;1782046858108
MOUSE;3;5;0;10;55;300;10;0;1782046858613
