input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
TRACK_PAD;1;6;0;10;55;500;1;0;1782900733208
TRACK_PAD;1;6;0;10;55;500;2;0;1782900734245
TRACK_PAD;1;6;0;10;55;500;3;0;1782900735134
TRACK_PAD;1;6;0;10;55;500;4;0;1782900735740
TRACK_PAD;1;6;0;10;55;500;5;0;1782900736697
TRACK_PAD;1;6;0;10;55;500;6;0;1782900737587
TRACK_PAD;1;6;0;10;55;500;7;0;1782900738697
TRACK_PAD;1;6;0;10;55;500;8;0;1782900739434
TRACK_PAD;1;6;0;10;55;500;9;0;1782900740781
TRACK_PAD;1;6;0;10;55;500;10;0;1782900741804
TRACK_PAD;2;6;0;10;55;500;1;0;1782900744102
TRACK_PAD;2;6;0;10;55;500;2;0;1782900744923
TRACK_PAD;2;6;0;10;55;500;3;0;1782900745848
TRACK_PAD;2;6;0;10;55;500;4;0;1782900746662
TRACK_PAD;2;6;0;10;55;500;5;0;1782900747367
TRACK_PAD;2;6;0;10;55;500;6;0;1782900748189
TRACK_PAD;2;6;0;10;55;500;7;0;1782900749197
TRACK_PAD;2;6;0;10;55;500;8;0;1782900750069
TRACK_PAD;2;6;0;10;55;500;9;0;1782900750839
TRACK_PAD;2;6;0;10;55;500;10;0;1782900751915
TRACK_PAD;3;6;0;10;55;500;1;0;1782900754399
TRACK_PAD;3;6;0;10;55;500;2;0;1782900755138
TRACK_PAD;3;6;0;10;55;500;3;0;1782900756030
TRACK_PAD;3;6;0;10;55;500;4;0;1782900756938
TRACK_PAD;3;6;0;10;55;500;5;0;1782900757628
TRACK_PAD;3;6;0;10;55;500;6;0;1782900758564
TRACK_PAD;3;6;0;10;55;500;7;0;1782900759338
TRACK_PAD;3;6;0;10;55;500;8;0;1782900760227
TRACK_PAD;3;6;0;10;55;500;9;0;1782900761065
TRACK_PAD;3;6;0;10;55;500;10;0;1782900761936
