input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
TRACK_PAD;1;8502;0;10;55;300;1;0;1782748396320
TRACK_PAD;1;8502;0;10;55;300;2;0;1782748397290
TRACK_PAD;1;8502;0;10;55;300;3;0;1782748398568
TRACK_PAD;1;8502;0;10;55;300;4;0;1782748399644
TRACK_PAD;1;8502;0;10;55;300;5;0;1782748401727
TRACK_PAD;1;8502;0;10;55;300;6;0;1782748403800
TRACK_PAD;1;8502;0;10;55;300;7;0;1782748405143
TRACK_PAD;1;8502;0;10;55;300;8;0;1782748406485
TRACK_PAD;1;8502;0;10;55;300;9;0;1782748407730
TRACK_PAD;1;8502;0;10;55;300;10;0;1782748409087
TRACK_PAD;2;8502;0;10;55;300;1;0;1782748412719
TRACK_PAD;2;8502;0;10;55;300;2;0;1782748413878
TRACK_PAD;2;8502;0;10;55;300;3;0;1782748415408
TRACK_PAD;2;8502;0;10;55;300;4;0;1782748417459
TRACK_PAD;2;8502;0;10;55;300;5;0;1782748418817
TRACK_PAD;2;8502;0;10;55;300;6;0;1782748420279
TRACK_PAD;2;8502;0;10;55;300;7;0;1782748421556
TRACK_PAD;2;8502;0;10;55;300;8;0;1782748422782
TRACK_PAD;2;8502;0;10;55;300;9;0;1782748423642
TRACK_PAD;2;8502;0;10;55;300;10;0;1782748424767
TRACK_PAD;3;8502;0;10;55;300;1;0;1782748441745
TRACK_PAD;3;8502;0;10;55;300;2;0;1782748443085
TRACK_PAD;3;8502;0;10;55;300;3;0;1782748444008
TRACK_PAD;3;8502;0;10;55;300;4;0;1782748445200
TRACK_PAD;3;8502;0;10;55;300;5;0;1782748446358
TRACK_PAD;3;8502;0;10;55;300;6;0;1782748447416
TRACK_PAD;3;8502;0;10;55;300;7;0;1782748449029
TRACK_PAD;3;8502;0;10;55;300;8;1;1782748450373
TRACK_PAD;3;8502;0;10;55;300;9;0;1782748451198
TRACK_PAD;3;8502;0;10;55;300;10;0;1782748452255
