input_mode;iteration;pid;delay;tunnel_w;tunnel_h;x;y;hit;timestamp
WINK;1;8502;0;1100;50;443.0;529.0;0;1782750861559
WINK;1;8502;0;1100;50;443.0;529.0;0;1782750861573
WINK;1;8502;0;1100;50;443.0;529.0;0;1782750861589
WINK;1;8502;0;1100;50;443.0;529.0;0;1782750861607
WINK;1;8502;0;1100;50;487.0;540.0;0;1782750861624
WINK;1;8502;0;1100;50;487.0;540.0;0;1782750861641
WINK;1;8502;0;1100;50;487.0;540.0;0;1782750861658
WINK;1;8502;0;1100;50;487.0;540.0;0;1782750861676
WINK;1;8502;0;1100;50;552.0;526.0;0;1782750861692
WINK;1;8502;0;1100;50;552.0;526.0;0;1782750861708
WINK;1;8502;0;1100;50;552.0;526.0;0;1782750861725
WINK;1;8502;0;1100;50;607.0;517.0;0;1782750861742
WINK;1;8502;0;1100;50;607.0;517.0;0;1782750861760
WINK;1;8502;0;1100;50;607.0;517.0;0;1782750861776
WINK;1;8502;0;1100;50;607.0;517.0;0;1782750861792
WINK;1;8502;0;1100;50;665.0;532.0;0;1782750861809
WINK;1;8502;0;1100;50;665.0;532.0;0;1782750861827
WINK;1;8502;0;1100;50;665.0;532.0;0;1782750861843
WINK;1;8502;0;1100;50;665.0;532.0;0;1782750861859
WINK;1;8502;0;1100;50;750.0;512.0;0;1782750861876
WINK;1;8502;0;1100;50;750.0;512.0;0;1782750861893
WINK;1;8502;0;1100;50;750.0;512.0;0;1782750861909
WINK;1;8502;0;1100;50;820.0;521.0;0;1782750861926
WINK;1;8502;0;1100;50;820.0;521.0;0;1782750861944
WINK;1;8502;0;1100;50;820.0;521.0;0;1782750861960
WINK;1;8502;0;1100;50;820.0;521.0;0;1782750861977
WINK;1;8502;0;1100;50;820.0;521.0;0;1782750861993
WINK;1;8502;0;1100;50;886.0;531.0;0;1782750862010
WINK;1;8502;0;1100;50;886.0;531.0;0;1782750862027
WINK;1;8502;0;1100;50;886.0;531.0;0;1782750862044
WINK;1;8502;0;1100;50;886.0;531.0;0;1782750862061
WINK;1;8502;0;1100;50;957.0;532.0;0;1782750862078
WINK;1;8502;0;1100;50;957.0;532.0;0;1782750862095
WINK;1;8502;0;1100;50;957.0;532.0;0;1782750862112
WINK;1;8502;0;1100;50;957.0;532.0;0;1782750862129
WINK;1;8502;0;1100;50;1035.0;523.0;0;1782750862146
WINK;1;8502;0;1100;50;1035.0;523.0;0;1782750862163
WINK;1;8502;0;1100;50;1035.0;523.0;0;1782750862179
WINK;1;8502;0;1100;50;1035.0;523.0;0;1782750862195
WINK;1;8502;0;1100;50;1101.0;537.0;0;1782750862213
WINK;1;8502;0;1100;50;1101.0;537.0;0;1782750862230
WINK;1;8502;0;1100;50;1101.0;537.0;0;1782750862247
WINK;1;8502;0;1100;50;1101.0;537.0;0;1782750862263
WINK;1;8502;0;1100;50;1168.0;545.0;1;1782750862281
WINK;1;8502;0;1100;50;1168.0;545.0;1;1782750862297
WINK;1;8502;0;1100;50;1168.0;545.0;1;1782750862314
WINK;1;8502;0;1100;50;1243.0;551.0;1;1782750862330
WINK;1;8502;0;1100;50;1243.0;551.0;1;1782750862347
WINK;1;8502;0;1100;50;1243.0;551.0;1;1782750862364
WINK;1;8502;0;1100;50;1243.0;551.0;1;1782750862381
WINK;1;8502;0;1100;50;1243.0;551.0;1;1782750862397
WINK;1;8502;0;1100;50;1308.0;567.0;1;1782750862414
WINK;1;8502;0;1100;50;1308.0;567.0;1;1782750862432
WINK;1;8502;0;1100;50;1308.0;567.0;1;1782750862448
WINK;1;8502;0;1100;50;1308.0;567.0;1;1782750862465
WINK;1;8502;0;1100;50;1347.0;571.0;1;1782750862482
WINK;1;8502;0;1100;50;1347.0;571.0;1;1782750862499
WINK;1;8502;0;1100;50;1347.0;571.0;1;1782750862516
WINK;1;8502;0;1100;50;1347.0;571.0;1;1782750862533
WINK;1;8502;0;1100;50;1388.0;558.0;1;1782750862549
WINK;1;8502;0;1100;50;1388.0;558.0;1;1782750862566
WINK;1;8502;0;1100;50;1388.0;558.0;1;1782750862583
WINK;1;8502;0;1100;50;1388.0;558.0;1;1782750862600
WINK;1;8502;0;1100;50;1430.0;550.0;1;1782750862617
WINK;1;8502;0;1100;50;1430.0;550.0;1;1782750862633
WINK;1;8502;0;1100;50;1430.0;550.0;1;1782750862650
WINK;1;8502;0;1100;50;1454.0;539.0;0;1782750862667
WINK;1;8502;0;1100;50;1454.0;539.0;0;1782750862683
WINK;1;8502;0;1100;50;1454.0;539.0;0;1782750862700
WINK;1;8502;0;1100;50;1454.0;539.0;0;1782750862717
WINK;1;8502;0;1100;50;1481.0;523.0;0;1782750862734
WINK;1;8502;0;1100;50;1481.0;523.0;0;1782750862751
WINK;1;8502;0;1100;50;1481.0;523.0;0;1782750862767
