input_mode;iteration;pid;delay;tunnel_w;tunnel_h;x;y;hit;timestamp
WINK;1;8502;0;1100;80;490.0;556.0;1;1782750899301
WINK;1;8502;0;1100;80;490.0;556.0;1;1782750899315
WINK;1;8502;0;1100;80;490.0;556.0;1;1782750899332
WINK;1;8502;0;1100;80;490.0;556.0;1;1782750899349
WINK;1;8502;0;1100;80;490.0;556.0;1;1782750899366
WINK;1;8502;0;1100;80;573.0;546.0;0;1782750899383
WINK;1;8502;0;1100;80;573.0;546.0;0;1782750899400
WINK;1;8502;0;1100;80;573.0;546.0;0;1782750899416
WINK;1;8502;0;1100;80;573.0;546.0;0;1782750899434
WINK;1;8502;0;1100;80;631.0;557.0;1;1782750899451
WINK;1;8502;0;1100;80;631.0;557.0;1;1782750899467
WINK;1;8502;0;1100;80;631.0;557.0;1;1782750899484
WINK;1;8502;0;1100;80;631.0;557.0;1;1782750899501
WINK;1;8502;0;1100;80;731.0;522.0;0;1782750899519
WINK;1;8502;0;1100;80;731.0;522.0;0;1782750899535
WINK;1;8502;0;1100;80;731.0;522.0;0;1782750899552
WINK;1;8502;0;1100;80;854.0;519.0;0;1782750899568
WINK;1;8502;0;1100;80;854.0;519.0;0;1782750899585
WINK;1;8502;0;1100;80;854.0;519.0;0;1782750899601
WINK;1;8502;0;1100;80;854.0;519.0;0;1782750899618
WINK;1;8502;0;1100;80;994.0;522.0;0;1782750899635
WINK;1;8502;0;1100;80;994.0;522.0;0;1782750899652
WINK;1;8502;0;1100;80;994.0;522.0;0;1782750899670
WINK;1;8502;0;1100;80;994.0;522.0;0;1782750899685
WINK;1;8502;0;1100;80;1110.0;559.0;1;1782750899703
WINK;1;8502;0;1100;80;1110.0;559.0;1;1782750899719
WINK;1;8502;0;1100;80;1110.0;559.0;1;1782750899736
WINK;1;8502;0;1100;80;1110.0;559.0;1;1782750899752
WINK;1;8502;0;1100;80;1110.0;559.0;1;1782750899770
WINK;1;8502;0;1100;80;1249.0;564.0;1;1782750899786
WINK;1;8502;0;1100;80;1249.0;564.0;1;1782750899803
WINK;1;8502;0;1100;80;1249.0;564.0;1;1782750899820
WINK;1;8502;0;1100;80;1330.0;569.0;1;1782750899837
WINK;1;8502;0;1100;80;1330.0;569.0;1;1782750899856
WINK;1;8502;0;1100;80;1330.0;569.0;1;1782750899871
WINK;1;8502;0;1100;80;1330.0;569.0;1;1782750899887
WINK;1;8502;0;1100;80;1412.0;548.0;0;1782750899905
