input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
MOUSE_DELAY;1;8502;150;10;55;300;1;0;1782748783616
MOUSE_DELAY;1;8502;150;10;55;300;2;0;1782748784960
MOUSE_DELAY;1;8502;150;10;55;300;3;0;1782748786002
MOUSE_DELAY;1;8502;150;10;55;300;4;0;1782748787008
MOUSE_DELAY;1;8502;150;10;55;300;5;0;1782748787912
MOUSE_DELAY;1;8502;150;10;55;300;6;0;1782748789102
MOUSE_DELAY;1;8502;150;10;55;300;7;0;1782748789943
MOUSE_DELAY;1;8502;150;10;55;300;8;0;1782748790834
MOUSE_DELAY;1;8502;150;10;55;300;9;0;1782748792060
MOUSE_DELAY;1;8502;150;10;55;300;10;0;1782748793119
MOUSE_DELAY;2;8502;150;10;55;300;1;0;1782748795419
MOUSE_DELAY;2;8502;150;10;55;300;2;0;1782748796323
MOUSE_DELAY;2;8502;150;10;55;300;3;0;1782748797264
MOUSE_DELAY;2;8502;150;10;55;300;4;0;1782748798406
MOUSE_DELAY;2;8502;150;10;55;300;5;0;1782748799228
MOUSE_DELAY;2;8502;150;10;55;300;6;0;1782748800015
MOUSE_DELAY;2;8502;150;10;55;300;7;0;1782748801188
MOUSE_DELAY;2;8502;150;10;55;300;8;0;1782748802109
MOUSE_DELAY;2;8502;150;10;55;300;9;0;1782748803237
MOUSE_DELAY;2;8502;150;10;55;300;10;0;1782748804275
MOUSE_DELAY;3;8502;150;10;55;300;1;0;1782748806833
MOUSE_DELAY;3;8502;150;10;55;300;2;0;1782748807974
MOUSE_DELAY;3;8502;150;10;55;300;3;0;1782748808997
MOUSE_DELAY;3;8502;150;10;55;300;4;0;1782748809869
MOUSE_DELAY;3;8502;150;10;55;300;5;0;1782748810662
MOUSE_DELAY;3;8502;150;10;55;300;6;0;1782748811651
MOUSE_DELAY;3;8502;150;10;55;300;7;0;1782748812524
MOUSE_DELAY;3;8502;150;10;55;300;8;0;1782748813615
MOUSE_DELAY;3;8502;150;10;55;300;9;0;1782748814624
MOUSE_DELAY;3;8502;150;10;55;300;10;0;1782748815396
