input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
MOUSE_DELAY;1;6;150;10;55;300;1;0;1782900994534
MOUSE_DELAY;1;6;150;10;55;300;2;0;1782900995370
MOUSE_DELAY;1;6;150;10;55;300;3;0;1782900996229
MOUSE_DELAY;1;6;150;10;55;300;4;0;1782900997054
MOUSE_DELAY;1;6;150;10;55;300;5;0;1782900997810
MOUSE_DELAY;1;6;150;10;55;300;6;0;1782900998649
MOUSE_DELAY;1;6;150;10;55;300;7;1;1782900999858
MOUSE_DELAY;1;6;150;10;55;300;8;0;1782901000746
MOUSE_DELAY;1;6;150;10;55;300;9;0;1782901001572
MOUSE_DELAY;1;6;150;10;55;300;10;0;1782901002415
MOUSE_DELAY;2;6;150;10;55;300;1;1;1782901004384
MOUSE_DELAY;2;6;150;10;55;300;2;0;1782901005410
MOUSE_DELAY;2;6;150;10;55;300;3;0;1782901006451
MOUSE_DELAY;2;6;150;10;55;300;4;0;1782901007223
MOUSE_DELAY;2;6;150;10;55;300;5;0;1782901008183
MOUSE_DELAY;2;6;150;10;55;300;6;0;1782901009072
MOUSE_DELAY;2;6;150;10;55;300;7;0;1782901009948
MOUSE_DELAY;2;6;150;10;55;300;8;0;1782901010808
MOUSE_DELAY;2;6;150;10;55;300;9;0;1782901011833
MOUSE_DELAY;2;6;150;10;55;300;10;0;1782901013111
MOUSE_DELAY;3;6;150;10;55;300;1;0;1782901015363
MOUSE_DELAY;3;6;150;10;55;300;2;0;1782901016234
MOUSE_DELAY;3;6;150;10;55;300;3;0;1782901017359
MOUSE_DELAY;3;6;150;10;55;300;4;0;1782901018230
MOUSE_DELAY;3;6;150;10;55;300;5;0;1782901019238
MOUSE_DELAY;3;6;150;10;55;300;6;0;1782901020095
MOUSE_DELAY;3;6;150;10;55;300;7;0;1782901021022
MOUSE_DELAY;3;6;150;10;55;300;8;0;1782901021964
MOUSE_DELAY;3;6;150;10;55;300;9;0;1782901022787
MOUSE_DELAY;3;6;150;10;55;300;10;0;1782901023744
