input_mode;iteration;pid;delay;tunnel_w;tunnel_h;x;y;hit;timestamp
MOUSE_DELAY;1;8502;150;1100;110;417.0;521.0;0;1782751049282
MOUSE_DELAY;1;8502;150;1100;110;447.0;521.0;0;1782751049297
MOUSE_DELAY;1;8502;150;1100;110;468.0;524.0;0;1782751049314
MOUSE_DELAY;1;8502;150;1100;110;491.0;524.0;0;1782751049331
MOUSE_DELAY;1;8502;150;1100;110;513.0;524.0;0;1782751049347
MOUSE_DELAY;1;8502;150;1100;110;535.0;521.0;0;1782751049363
MOUSE_DELAY;1;8502;150;1100;110;555.0;518.0;0;1782751049381
MOUSE_DELAY;1;8502;150;1100;110;575.0;517.0;0;1782751049398
MOUSE_DELAY;1;8502;150;1100;110;616.0;513.0;0;1782751049414
MOUSE_DELAY;1;8502;150;1100;110;631.0;512.0;0;1782751049430
MOUSE_DELAY;1;8502;150;1100;110;663.0;508.0;0;1782751049447
MOUSE_DELAY;1;8502;150;1100;110;683.0;508.0;0;1782751049464
MOUSE_DELAY;1;8502;150;1100;110;703.0;507.0;0;1782751049481
MOUSE_DELAY;1;8502;150;1100;110;723.0;505.0;0;1782751049498
MOUSE_DELAY;1;8502;150;1100;110;745.0;505.0;0;1782751049514
MOUSE_DELAY;1;8502;150;1100;110;790.0;504.0;0;1782751049532
MOUSE_DELAY;1;8502;150;1100;110;829.0;501.0;0;1782751049548
MOUSE_DELAY;1;8502;150;1100;110;862.0;498.0;0;1782751049565
MOUSE_DELAY;1;8502;150;1100;110;912.0;492.0;0;1782751049582
MOUSE_DELAY;1;8502;150;1100;110;966.0;485.0;0;1782751049598
MOUSE_DELAY;1;8502;150;1100;110;1014.0;478.0;1;1782751049615
MOUSE_DELAY;1;8502;150;1100;110;1052.0;474.0;1;1782751049632
MOUSE_DELAY;1;8502;150;1100;110;1084.0;468.0;1;1782751049648
MOUSE_DELAY;1;8502;150;1100;110;1122.0;462.0;1;1782751049665
MOUSE_DELAY;1;8502;150;1100;110;1170.0;460.0;1;1782751049682
MOUSE_DELAY;1;8502;150;1100;110;1199.0;458.0;1;1782751049699
MOUSE_DELAY;1;8502;150;1100;110;1229.0;458.0;1;1782751049716
