input_mode;iteration;pid;delay;tunnel_w;tunnel_h;x;y;hit;timestamp
MOUSE_DELAY;1;8502;150;500;110;716.0;508.0;0;1782751039990
MOUSE_DELAY;1;8502;150;500;110;736.0;508.0;0;1782751040005
MOUSE_DELAY;1;8502;150;500;110;755.0;508.0;0;1782751040023
MOUSE_DELAY;1;8502;150;500;110;772.0;507.0;0;1782751040039
MOUSE_DELAY;1;8502;150;500;110;795.0;505.0;0;1782751040056
MOUSE_DELAY;1;8502;150;500;110;817.0;504.0;0;1782751040073
MOUSE_DELAY;1;8502;150;500;110;840.0;503.0;0;1782751040089
MOUSE_DELAY;1;8502;150;500;110;860.0;503.0;0;1782751040106
MOUSE_DELAY;1;8502;150;500;110;889.0;500.0;0;1782751040123
MOUSE_DELAY;1;8502;150;500;110;903.0;498.0;0;1782751040140
MOUSE_DELAY;1;8502;150;500;110;922.0;497.0;0;1782751040156
MOUSE_DELAY;1;8502;150;500;110;941.0;494.0;0;1782751040173
MOUSE_DELAY;1;8502;150;500;110;961.0;490.0;0;1782751040190
MOUSE_DELAY;1;8502;150;500;110;985.0;485.0;0;1782751040208
MOUSE_DELAY;1;8502;150;500;110;1023.0;477.0;1;1782751040225
MOUSE_DELAY;1;8502;150;500;110;1056.0;471.0;1;1782751040241
MOUSE_DELAY;1;8502;150;500;110;1085.0;466.0;1;1782751040257
MOUSE_DELAY;1;8502;150;500;110;1117.0;462.0;1;1782751040274
MOUSE_DELAY;1;8502;150;500;110;1160.0;457.0;1;1782751040292
MOUSE_DELAY;1;8502;150;500;110;1208.0;451.0;1;1782751040308
MOUSE_DELAY;1;8502;150;500;110;1241.0;448.0;0;1782751040324
MOUSE_DELAY;1;8502;150;500;110;1299.0;443.0;0;1782751040342
MOUSE_DELAY;1;8502;150;500;110;1335.0;441.0;0;1782751040358
MOUSE_DELAY;1;8502;150;500;110;1370.0;441.0;0;1782751040376
MOUSE_DELAY;1;8502;150;500;110;1397.0;441.0;0;1782751040391
MOUSE_DELAY;1;8502;150;500;110;1415.0;442.0;0;1782751040408
MOUSE_DELAY;1;8502;150;500;110;1425.0;442.0;0;1782751040426
MOUSE_DELAY;1;8502;150;500;110;1425.0;442.0;0;1782751040442
MOUSE_DELAY;1;8502;150;500;110;1425.0;442.0;0;1782751040458
MOUSE_DELAY;1;8502;150;500;110;1425.0;442.0;0;1782751040476
MOUSE_DELAY;1;8502;150;500;110;1425.0;442.0;0;1782751040492
