input_mode;iteration;pid;delay;tunnel_w;tunnel_h;x;y;hit;timestamp
TRACK_PAD;1;5;0;500;80;718.0;537.0;0;1782326039810
TRACK_PAD;1;5;0;500;80;745.0;536.0;0;1782326039824
TRACK_PAD;1;5;0;500;80;786.0;536.0;0;1782326039840
TRACK_PAD;1;5;0;500;80;810.0;535.0;0;1782326039857
TRACK_PAD;1;5;0;500;80;834.0;535.0;0;1782326039874
TRACK_PAD;1;5;0;500;80;845.0;535.0;0;1782326039891
TRACK_PAD;1;5;0;500;80;868.0;533.0;0;1782326039908
TRACK_PAD;1;5;0;500;80;885.0;532.0;0;1782326039925
TRACK_PAD;1;5;0;500;80;902.0;531.0;0;1782326039941
TRACK_PAD;1;5;0;500;80;923.0;528.0;0;1782326039958
TRACK_PAD;1;5;0;500;80;936.0;527.0;0;1782326039975
TRACK_PAD;1;5;0;500;80;959.0;523.0;0;1782326039992
TRACK_PAD;1;5;0;500;80;975.0;522.0;0;1782326040008
TRACK_PAD;1;5;0;500;80;990.0;520.0;0;1782326040026
TRACK_PAD;1;5;0;500;80;1016.0;518.0;0;1782326040043
TRACK_PAD;1;5;0;500;80;1038.0;516.0;0;1782326040060
TRACK_PAD;1;5;0;500;80;1072.0;516.0;0;1782326040076
TRACK_PAD;1;5;0;500;80;1090.0;516.0;0;1782326040092
TRACK_PAD;1;5;0;500;80;1110.0;516.0;0;1782326040110
TRACK_PAD;1;5;0;500;80;1144.0;518.0;0;1782326040126
TRACK_PAD;1;5;0;500;80;1168.0;521.0;0;1782326040143
TRACK_PAD;1;5;0;500;80;1192.0;522.0;0;1782326040159
TRACK_PAD;2;5;0;500;80;721.0;523.0;0;1782326041991
TRACK_PAD;2;5;0;500;80;722.0;523.0;0;1782326042005
TRACK_PAD;2;5;0;500;80;722.0;523.0;0;1782326042022
TRACK_PAD;2;5;0;500;80;722.0;523.0;0;1782326042039
TRACK_PAD;2;5;0;500;80;722.0;523.0;0;1782326042056
TRACK_PAD;2;5;0;500;80;722.0;523.0;0;1782326042072
TRACK_PAD;2;5;0;500;80;722.0;523.0;0;1782326042089
TRACK_PAD;2;5;0;500;80;720.0;523.0;0;1782326042106
TRACK_PAD;2;5;0;500;80;718.0;523.0;0;1782326042123
TRACK_PAD;2;5;0;500;80;714.0;524.0;0;1782326042139
TRACK_PAD;2;5;0;500;80;710.0;525.0;0;1782326042156
TRACK_PAD;2;5;0;500;80;703.0;526.0;0;1782326042172
TRACK_PAD;2;5;0;500;80;685.0;529.0;0;1782326042189
TRACK_PAD;2;5;0;500;80;671.0;533.0;0;1782326042206
TRACK_PAD;2;5;0;500;80;656.0;534.0;0;1782326042223
TRACK_PAD;2;5;0;500;80;635.0;534.0;0;1782326042239
TRACK_PAD;2;5;0;500;80;630.0;534.0;0;1782326042256
TRACK_PAD;2;5;0;500;80;630.0;534.0;0;1782326042272
TRACK_PAD;2;5;0;500;80;630.0;534.0;0;1782326042289
TRACK_PAD;2;5;0;500;80;630.0;534.0;0;1782326042306
TRACK_PAD;2;5;0;500;80;630.0;534.0;0;1782326042322
TRACK_PAD;2;5;0;500;80;630.0;534.0;0;1782326042340
TRACK_PAD;2;5;0;500;80;630.0;534.0;0;1782326042358
TRACK_PAD;2;5;0;500;80;630.0;534.0;0;1782326042374
TRACK_PAD;2;5;0;500;80;630.0;534.0;0;1782326042391
TRACK_PAD;2;5;0;500;80;633.0;534.0;0;1782326042408
TRACK_PAD;2;5;0;500;80;637.0;534.0;0;1782326042424
TRACK_PAD;2;5;0;500;80;644.0;534.0;0;1782326042441
TRACK_PAD;2;5;0;500;80;668.0;534.0;0;1782326042458
TRACK_PAD;2;5;0;500;80;699.0;536.0;0;1782326042475
TRACK_PAD;2;5;0;500;80;747.0;539.0;0;1782326042491
TRACK_PAD;2;5;0;500;80;775.0;540.0;0;1782326042508
TRACK_PAD;2;5;0;500;80;802.0;542.0;0;1782326042525
TRACK_PAD;2;5;0;500;80;837.0;543.0;0;1782326042542
TRACK_PAD;2;5;0;500;80;862.0;548.0;0;1782326042559
TRACK_PAD;2;5;0;500;80;885.0;555.0;0;1782326042576
TRACK_PAD;2;5;0;500;80;917.0;565.0;1;1782326042592
TRACK_PAD;2;5;0;500;80;935.0;569.0;1;1782326042609
TRACK_PAD;2;5;0;500;80;950.0;570.0;1;1782326042625
TRACK_PAD;2;5;0;500;80;960.0;570.0;1;1782326042642
TRACK_PAD;2;5;0;500;80;970.0;569.0;1;1782326042659
TRACK_PAD;2;5;0;500;80;990.0;565.0;1;1782326042676
TRACK_PAD;2;5;0;500;80;1003.0;562.0;1;1782326042692
TRACK_PAD;2;5;0;500;80;1027.0;559.0;1;1782326042708
TRACK_PAD;2;5;0;500;80;1037.0;554.0;0;1782326042726
TRACK_PAD;2;5;0;500;80;1048.0;549.0;0;1782326042743
TRACK_PAD;2;5;0;500;80;1060.0;542.0;0;1782326042759
TRACK_PAD;2;5;0;500;80;1068.0;538.0;0;1782326042776
TRACK_PAD;2;5;0;500;80;1077.0;534.0;0;1782326042793
TRACK_PAD;2;5;0;500;80;1089.0;527.0;0;1782326042810
TRACK_PAD;2;5;0;500;80;1099.0;526.0;0;1782326042826
TRACK_PAD;2;5;0;500;80;1116.0;524.0;0;1782326042843
TRACK_PAD;2;5;0;500;80;1130.0;522.0;0;1782326042860
TRACK_PAD;2;5;0;500;80;1146.0;522.0;0;1782326042877
TRACK_PAD;2;5;0;500;80;1174.0;521.0;0;1782326042894
TRACK_PAD;2;5;0;500;80;1191.0;521.0;0;1782326042911
TRACK_PAD;3;5;0;500;80;711.0;513.0;0;1782326045100
TRACK_PAD;3;5;0;500;80;718.0;512.0;0;1782326045115
TRACK_PAD;3;5;0;500;80;732.0;510.0;0;1782326045132
TRACK_PAD;3;5;0;500;80;744.0;509.0;0;1782326045149
TRACK_PAD;3;5;0;500;80;755.0;508.0;0;1782326045165
TRACK_PAD;3;5;0;500;80;769.0;507.0;0;1782326045182
TRACK_PAD;3;5;0;500;80;779.0;504.0;0;1782326045199
TRACK_PAD;3;5;0;500;80;792.0;504.0;0;1782326045216
TRACK_PAD;3;5;0;500;80;811.0;503.0;0;1782326045232
TRACK_PAD;3;5;0;500;80;823.0;502.0;0;1782326045249
TRACK_PAD;3;5;0;500;80;833.0;501.0;0;1782326045266
TRACK_PAD;3;5;0;500;80;846.0;501.0;0;1782326045284
TRACK_PAD;3;5;0;500;80;858.0;500.0;0;1782326045300
TRACK_PAD;3;5;0;500;80;880.0;500.0;0;1782326045317
TRACK_PAD;3;5;0;500;80;894.0;500.0;0;1782326045334
TRACK_PAD;3;5;0;500;80;905.0;501.0;0;1782326045350
TRACK_PAD;3;5;0;500;80;911.0;501.0;0;1782326045367
