input_mode;iteration;pid;delay;tunnel_w;tunnel_h;x;y;hit;timestamp
TRACK_PAD;1;8502;0;500;50;721.0;533.0;0;1782750971141
TRACK_PAD;1;8502;0;500;50;758.0;536.0;0;1782750971155
TRACK_PAD;1;8502;0;500;50;787.0;537.0;0;1782750971171
TRACK_PAD;1;8502;0;500;50;818.0;537.0;0;1782750971187
TRACK_PAD;1;8502;0;500;50;867.0;537.0;0;1782750971204
TRACK_PAD;1;8502;0;500;50;902.0;537.0;0;1782750971221
TRACK_PAD;1;8502;0;500;50;936.0;537.0;0;1782750971238
TRACK_PAD;1;8502;0;500;50;993.0;537.0;0;1782750971255
TRACK_PAD;1;8502;0;500;50;1033.0;537.0;0;1782750971272
TRACK_PAD;1;8502;0;500;50;1112.0;539.0;0;1782750971288
TRACK_PAD;1;8502;0;500;50;1173.0;541.0;1;1782750971304
TRACK_PAD;2;8502;0;500;50;742.0;531.0;0;1782750973612
TRACK_PAD;2;8502;0;500;50;780.0;535.0;0;1782750973627
TRACK_PAD;2;8502;0;500;50;828.0;542.0;1;1782750973644
TRACK_PAD;2;8502;0;500;50;905.0;551.0;1;1782750973661
TRACK_PAD;2;8502;0;500;50;968.0;557.0;1;1782750973678
TRACK_PAD;2;8502;0;500;50;1023.0;563.0;1;1782750973694
TRACK_PAD;2;8502;0;500;50;1090.0;568.0;1;1782750973710
TRACK_PAD;2;8502;0;500;50;1139.0;573.0;1;1782750973727
TRACK_PAD;2;8502;0;500;50;1208.0;580.0;1;1782750973744
TRACK_PAD;2;8502;0;500;50;1256.0;583.0;0;1782750973761
TRACK_PAD;2;8502;0;500;50;1302.0;585.0;0;1782750973778
TRACK_PAD;2;8502;0;500;50;1367.0;588.0;0;1782750973795
TRACK_PAD;2;8502;0;500;50;1401.0;588.0;0;1782750973811
TRACK_PAD;2;8502;0;500;50;1443.0;588.0;0;1782750973828
TRACK_PAD;2;8502;0;500;50;1469.0;588.0;0;1782750973845
TRACK_PAD;2;8502;0;500;50;1491.0;588.0;0;1782750973862
TRACK_PAD;2;8502;0;500;50;1515.0;588.0;0;1782750973878
TRACK_PAD;2;8502;0;500;50;1524.0;586.0;0;1782750973895
TRACK_PAD;2;8502;0;500;50;1528.0;585.0;0;1782750973912
TRACK_PAD;2;8502;0;500;50;1530.0;585.0;0;1782750973928
TRACK_PAD;2;8502;0;500;50;1530.0;585.0;0;1782750973945
TRACK_PAD;2;8502;0;500;50;1530.0;585.0;0;1782750973963
TRACK_PAD;2;8502;0;500;50;1530.0;585.0;0;1782750973979
TRACK_PAD;2;8502;0;500;50;1530.0;583.0;0;1782750973998
TRACK_PAD;2;8502;0;500;50;1530.0;582.0;0;1782750974014
TRACK_PAD;2;8502;0;500;50;1529.0;580.0;0;1782750974031
TRACK_PAD;2;8502;0;500;50;1526.0;579.0;0;1782750974048
TRACK_PAD;2;8502;0;500;50;1523.0;578.0;0;1782750974064
TRACK_PAD;2;8502;0;500;50;1521.0;577.0;0;1782750974081
TRACK_PAD;2;8502;0;500;50;1517.0;577.0;0;1782750974098
TRACK_PAD;2;8502;0;500;50;1512.0;577.0;0;1782750974114
TRACK_PAD;2;8502;0;500;50;1491.0;575.0;0;1782750974131
TRACK_PAD;2;8502;0;500;50;1474.0;572.0;0;1782750974148
TRACK_PAD;2;8502;0;500;50;1464.0;570.0;0;1782750974165
TRACK_PAD;2;8502;0;500;50;1430.0;567.0;0;1782750974182
TRACK_PAD;2;8502;0;500;50;1410.0;564.0;0;1782750974199
TRACK_PAD;2;8502;0;500;50;1376.0;558.0;0;1782750974216
TRACK_PAD;2;8502;0;500;50;1353.0;556.0;0;1782750974232
TRACK_PAD;2;8502;0;500;50;1320.0;551.0;0;1782750974250
TRACK_PAD;2;8502;0;500;50;1296.0;551.0;0;1782750974266
TRACK_PAD;2;8502;0;500;50;1263.0;550.0;0;1782750974284
TRACK_PAD;3;8502;0;500;50;727.0;527.0;0;1782750975819
TRACK_PAD;3;8502;0;500;50;747.0;527.0;0;1782750975833
TRACK_PAD;3;8502;0;500;50;797.0;532.0;0;1782750975849
TRACK_PAD;3;8502;0;500;50;840.0;537.0;0;1782750975866
TRACK_PAD;3;8502;0;500;50;894.0;546.0;1;1782750975883
TRACK_PAD;3;8502;0;500;50;991.0;562.0;1;1782750975900
TRACK_PAD;3;8502;0;500;50;1059.0;572.0;1;1782750975916
TRACK_PAD;3;8502;0;500;50;1134.0;583.0;1;1782750975933
TRACK_PAD;3;8502;0;500;50;1240.0;595.0;0;1782750975950
TRACK_PAD;3;8502;0;500;50;1314.0;602.0;0;1782750975967
TRACK_PAD;3;8502;0;500;50;1408.0;609.0;0;1782750975984
TRACK_PAD;3;8502;0;500;50;1462.0;613.0;0;1782750976001
TRACK_PAD;3;8502;0;500;50;1505.0;615.0;0;1782750976017
TRACK_PAD;3;8502;0;500;50;1577.0;615.0;0;1782750976034
TRACK_PAD;3;8502;0;500;50;1615.0;614.0;0;1782750976051
TRACK_PAD;3;8502;0;500;50;1663.0;613.0;0;1782750976067
TRACK_PAD;3;8502;0;500;50;1690.0;613.0;0;1782750976084
TRACK_PAD;3;8502;0;500;50;1714.0;611.0;0;1782750976101
TRACK_PAD;3;8502;0;500;50;1741.0;609.0;0;1782750976118
TRACK_PAD;3;8502;0;500;50;1749.0;608.0;0;1782750976134
TRACK_PAD;3;8502;0;500;50;1752.0;608.0;0;1782750976151
TRACK_PAD;3;8502;0;500;50;1753.0;608.0;0;1782750976168
TRACK_PAD;3;8502;0;500;50;1753.0;607.0;0;1782750976184
TRACK_PAD;3;8502;0;500;50;1753.0;605.0;0;1782750976201
TRACK_PAD;3;8502;0;500;50;1749.0;603.0;0;1782750976218
TRACK_PAD;3;8502;0;500;50;1743.0;600.0;0;1782750976235
TRACK_PAD;3;8502;0;500;50;1734.0;597.0;0;1782750976251
TRACK_PAD;3;8502;0;500;50;1711.0;593.0;0;1782750976268
TRACK_PAD;3;8502;0;500;50;1657.0;585.0;0;1782750976285
TRACK_PAD;3;8502;0;500;50;1620.0;579.0;0;1782750976301
TRACK_PAD;3;8502;0;500;50;1578.0;572.0;0;1782750976318
TRACK_PAD;3;8502;0;500;50;1532.0;563.0;0;1782750976335
TRACK_PAD;3;8502;0;500;50;1502.0;559.0;0;1782750976352
TRACK_PAD;3;8502;0;500;50;1461.0;553.0;0;1782750976368
TRACK_PAD;3;8502;0;500;50;1435.0;550.0;0;1782750976385
TRACK_PAD;3;8502;0;500;50;1409.0;547.0;0;1782750976402
TRACK_PAD;3;8502;0;500;50;1369.0;546.0;0;1782750976419
TRACK_PAD;3;8502;0;500;50;1346.0;544.0;0;1782750976436
