input_mode;iteration;pid;delay;tunnel_w;tunnel_h;x;y;hit;timestamp
PINCH;1;5;0;500;80;716.0;534.0;0;1782325701427
PINCH;1;5;0;500;80;716.0;534.0;0;1782325701443
PINCH;1;5;0;500;80;716.0;534.0;0;1782325701459
PINCH;1;5;0;500;80;716.0;534.0;0;1782325701476
PINCH;1;5;0;500;80;716.0;534.0;0;1782325701493
PINCH;1;5;0;500;80;716.0;534.0;0;1782325701510
PINCH;1;5;0;500;80;757.0;534.0;0;1782325701527
PINCH;1;5;0;500;80;757.0;534.0;0;1782325701543
PINCH;1;5;0;500;80;757.0;534.0;0;1782325701560
PINCH;1;5;0;500;80;757.0;534.0;0;1782325701576
PINCH;1;5;0;500;80;757.0;534.0;0;1782325701593
PINCH;1;5;0;500;80;757.0;534.0;0;1782325701609
PINCH;1;5;0;500;80;757.0;534.0;0;1782325701626
PINCH;1;5;0;500;80;824.0;531.0;0;1782325701643
PINCH;1;5;0;500;80;824.0;531.0;0;1782325701660
PINCH;1;5;0;500;80;824.0;531.0;0;1782325701676
PINCH;1;5;0;500;80;824.0;531.0;0;1782325701693
PINCH;1;5;0;500;80;824.0;531.0;0;1782325701710
PINCH;1;5;0;500;80;923.0;523.0;0;1782325701727
PINCH;1;5;0;500;80;923.0;523.0;0;1782325701743
PINCH;1;5;0;500;80;923.0;523.0;0;1782325701760
PINCH;1;5;0;500;80;923.0;523.0;0;1782325701777
PINCH;1;5;0;500;80;923.0;523.0;0;1782325701793
PINCH;1;5;0;500;80;923.0;523.0;0;1782325701810
PINCH;1;5;0;500;80;1012.0;531.0;0;1782325701827
PINCH;1;5;0;500;80;1012.0;531.0;0;1782325701844
PINCH;1;5;0;500;80;1012.0;531.0;0;1782325701860
PINCH;1;5;0;500;80;1012.0;531.0;0;1782325701878
PINCH;1;5;0;500;80;1012.0;531.0;0;1782325701895
PINCH;1;5;0;500;80;1012.0;531.0;0;1782325701912
PINCH;1;5;0;500;80;1126.0;531.0;0;1782325701929
PINCH;1;5;0;500;80;1126.0;531.0;0;1782325701945
PINCH;1;5;0;500;80;1126.0;531.0;0;1782325701963
PINCH;1;5;0;500;80;1126.0;531.0;0;1782325701979
PINCH;1;5;0;500;80;1126.0;531.0;0;1782325701997
PINCH;1;5;0;500;80;1126.0;531.0;0;1782325702013
PINCH;1;5;0;500;80;1199.0;544.0;0;1782325702031
PINCH;1;5;0;500;80;1199.0;544.0;0;1782325702048
PINCH;1;5;0;500;80;1199.0;544.0;0;1782325702065
PINCH;2;5;0;500;80;731.0;523.0;0;1782325704337
PINCH;2;5;0;500;80;731.0;523.0;0;1782325704352
PINCH;2;5;0;500;80;731.0;523.0;0;1782325704368
PINCH;2;5;0;500;80;731.0;523.0;0;1782325704386
PINCH;2;5;0;500;80;731.0;523.0;0;1782325704402
PINCH;2;5;0;500;80;731.0;523.0;0;1782325704419
PINCH;2;5;0;500;80;822.0;513.0;0;1782325704435
PINCH;2;5;0;500;80;822.0;513.0;0;1782325704453
PINCH;2;5;0;500;80;822.0;513.0;0;1782325704469
PINCH;2;5;0;500;80;822.0;513.0;0;1782325704487
PINCH;2;5;0;500;80;822.0;513.0;0;1782325704504
PINCH;2;5;0;500;80;822.0;513.0;0;1782325704521
PINCH;2;5;0;500;80;920.0;513.0;0;1782325704538
PINCH;2;5;0;500;80;920.0;513.0;0;1782325704554
PINCH;2;5;0;500;80;920.0;513.0;0;1782325704570
PINCH;2;5;0;500;80;920.0;513.0;0;1782325704589
PINCH;2;5;0;500;80;920.0;513.0;0;1782325704605
PINCH;2;5;0;500;80;920.0;513.0;0;1782325704623
PINCH;2;5;0;500;80;998.0;523.0;0;1782325704638
PINCH;2;5;0;500;80;998.0;523.0;0;1782325704657
PINCH;2;5;0;500;80;998.0;523.0;0;1782325704673
PINCH;2;5;0;500;80;1062.0;515.0;0;1782325704690
PINCH;2;5;0;500;80;1062.0;515.0;0;1782325704706
PINCH;2;5;0;500;80;1062.0;515.0;0;1782325704724
PINCH;2;5;0;500;80;1124.0;508.0;0;1782325704740
PINCH;2;5;0;500;80;1124.0;508.0;0;1782325704758
PINCH;2;5;0;500;80;1124.0;508.0;0;1782325704774
PINCH;2;5;0;500;80;1124.0;508.0;0;1782325704791
PINCH;2;5;0;500;80;1124.0;508.0;0;1782325704809
PINCH;2;5;0;500;80;1124.0;508.0;0;1782325704825
PINCH;3;5;0;500;80;718.0;528.0;0;1782325707049
PINCH;3;5;0;500;80;718.0;528.0;0;1782325707063
PINCH;3;5;0;500;80;718.0;528.0;0;1782325707081
PINCH;3;5;0;500;80;718.0;528.0;0;1782325707098
PINCH;3;5;0;500;80;718.0;528.0;0;1782325707114
PINCH;3;5;0;500;80;801.0;525.0;0;1782325707131
PINCH;3;5;0;500;80;801.0;525.0;0;1782325707148
PINCH;3;5;0;500;80;801.0;525.0;0;1782325707164
