input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
PINCH;1;8502;0;10;55;500;1;0;1782747270131
PINCH;1;8502;0;10;55;500;2;0;1782747272115
PINCH;1;8502;0;10;55;500;3;0;1782747273970
PINCH;1;8502;0;10;55;500;4;0;1782747275839
PINCH;1;8502;0;10;55;500;5;0;1782747277166
PINCH;1;8502;0;10;55;500;6;0;1782747278767
PINCH;1;8502;0;10;55;500;7;0;1782747280215
PINCH;1;8502;0;10;55;500;8;0;1782747281764
PINCH;1;8502;0;10;55;500;9;0;1782747283214
PINCH;1;8502;0;10;55;500;10;0;1782747284783
PINCH;2;8502;0;10;55;500;1;0;1782747290593
PINCH;2;8502;0;10;55;500;2;0;1782747292715
PINCH;2;8502;0;10;55;500;3;0;1782747294311
PINCH;2;8502;0;10;55;500;4;1;1782747296383
PINCH;2;8502;0;10;55;500;5;0;1782747298301
PINCH;2;8502;0;10;55;500;6;1;1782747301230
PINCH;2;8502;0;10;55;500;7;0;1782747303485
PINCH;2;8502;0;10;55;500;8;0;1782747305353
PINCH;2;8502;0;10;55;500;9;0;1782747306851
PINCH;2;8502;0;10;55;500;10;0;1782747308383
PINCH;3;8502;0;10;55;500;1;0;1782747314124
PINCH;3;8502;0;10;55;500;2;0;1782747315992
PINCH;3;8502;0;10;55;500;3;0;1782747317576
PINCH;3;8502;0;10;55;500;4;0;1782747319779
PINCH;3;8502;0;10;55;500;5;0;1782747321499
PINCH;3;8502;0;10;55;500;6;0;1782747323234
PINCH;3;8502;0;10;55;500;7;0;1782747325357
PINCH;3;8502;0;10;55;500;8;0;1782747327024
PINCH;3;8502;0;10;55;500;9;0;1782747330037
PINCH;3;8502;0;10;55;500;10;0;1782747332479
