input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
PINCH;1;5;0;10;80;500;1;0;1782059704044
PINCH;1;5;0;10;80;500;2;0;1782059705274
PINCH;1;5;0;10;80;500;3;0;1782059709387
PINCH;1;5;0;10;80;500;4;0;1782059710649
PINCH;1;5;0;10;80;500;5;0;1782059711908
PINCH;1;5;0;10;80;500;6;0;1782059713245
PINCH;1;5;0;10;80;500;7;0;1782059714622
PINCH;1;5;0;10;80;500;8;0;1782059715735
PINCH;1;5;0;10;80;500;9;0;1782059717062
PINCH;1;5;0;10;80;500;10;0;1782059718580
PINCH;2;5;0;10;80;500;1;0;1782059723475
PINCH;2;5;0;10;80;500;2;0;1782059724940
PINCH;2;5;0;10;80;500;3;0;1782059726321
PINCH;2;5;0;10;80;500;4;0;1782059728050
PINCH;2;5;0;10;80;500;5;0;1782059729401
PINCH;2;5;0;10;80;500;6;0;1782059730852
PINCH;2;5;0;10;80;500;7;0;1782059732450
PINCH;2;5;0;10;80;500;8;0;1782059733726
PINCH;2;5;0;10;80;500;9;0;1782059735372
PINCH;2;5;0;10;80;500;10;0;1782059737729
PINCH;3;5;0;10;80;500;1;0;1782059740656
PINCH;3;5;0;10;80;500;2;0;1782059743472
PINCH;3;5;0;10;80;500;3;0;1782059744737
PINCH;3;5;0;10;80;500;4;0;1782059754781
PINCH;3;5;0;10;80;500;5;0;1782059756240
PINCH;3;5;0;10;80;500;6;0;1782059758187
PINCH;3;5;0;10;80;500;7;0;1782059759671
PINCH;3;5;0;10;80;500;8;0;1782059761273
PINCH;3;5;0;10;80;500;9;0;1782059762534
PINCH;3;5;0;10;80;500;10;1;1782059764723
