input_mode;iteration;pid;delay;num_targets;target_w;target_d;target_id;miss_clicks;timestamp
PINCH;1;5;0;10;55;500;1;0;1782059529078
PINCH;1;5;0;10;55;500;2;0;1782059530743
PINCH;1;5;0;10;55;500;3;0;1782059532414
PINCH;1;5;0;10;55;500;4;0;1782059537564
PINCH;1;5;0;10;55;500;5;0;1782059539076
PINCH;1;5;0;10;55;500;6;0;1782059540946
PINCH;1;5;0;10;55;500;7;0;1782059542478
PINCH;1;5;0;10;55;500;8;0;1782059544175
PINCH;1;5;0;10;55;500;9;0;1782059550484
PINCH;1;5;0;10;55;500;10;0;1782059552085
PINCH;2;5;0;10;55;500;1;0;1782059561051
PINCH;2;5;0;10;55;500;2;0;1782059562902
PINCH;2;5;0;10;55;500;3;0;1782059564703
PINCH;2;5;0;10;55;500;4;0;1782059566084
PINCH;2;5;0;10;55;500;5;0;1782059567900
PINCH;2;5;0;10;55;500;6;0;1782059569229
PINCH;2;5;0;10;55;500;7;0;1782059570742
PINCH;2;5;0;10;55;500;8;0;1782059574812
PINCH;2;5;0;10;55;500;9;0;1782059576358
PINCH;2;5;0;10;55;500;10;0;1782059578024
PINCH;3;5;0;10;55;500;1;0;1782059587036
PINCH;3;5;0;10;55;500;2;0;1782059588902
PINCH;3;5;0;10;55;500;3;0;1782059590554
PINCH;3;5;0;10;55;500;4;0;1782059592222
PINCH;3;5;0;10;55;500;5;0;1782059593953
PINCH;3;5;0;10;55;500;6;0;1782059595551
PINCH;3;5;0;10;55;500;7;0;1782059597269
PINCH;3;5;0;10;55;500;8;0;1782059598985
PINCH;3;5;0;10;55;500;9;0;1782059600819
PINCH;3;5;0;10;55;500;10;0;1782059602544
