input_mode;iteration;pid;delay;tunnel_w;tunnel_h;x;y;hit;timestamp
MOUSE;1;5;0;800;50;565.0;521.0;0;1782325558449
MOUSE;1;5;0;800;50;573.0;522.0;0;1782325558464
MOUSE;1;5;0;800;50;578.0;522.0;0;1782325558481
MOUSE;1;5;0;800;50;583.0;522.0;0;1782325558498
MOUSE;1;5;0;800;50;590.0;522.0;0;1782325558514
MOUSE;1;5;0;800;50;594.0;522.0;0;1782325558531
MOUSE;1;5;0;800;50;598.0;522.0;0;1782325558547
MOUSE;1;5;0;800;50;603.0;522.0;0;1782325558565
MOUSE;1;5;0;800;50;608.0;522.0;0;1782325558581
MOUSE;1;5;0;800;50;616.0;522.0;0;1782325558598
MOUSE;1;5;0;800;50;623.0;522.0;0;1782325558615
MOUSE;1;5;0;800;50;631.0;522.0;0;1782325558632
MOUSE;1;5;0;800;50;637.0;522.0;0;1782325558648
MOUSE;1;5;0;800;50;644.0;522.0;0;1782325558665
MOUSE;1;5;0;800;50;653.0;522.0;0;1782325558682
MOUSE;1;5;0;800;50;663.0;524.0;0;1782325558698
MOUSE;1;5;0;800;50;680.0;524.0;0;1782325558715
MOUSE;1;5;0;800;50;694.0;524.0;0;1782325558731
MOUSE;1;5;0;800;50;708.0;526.0;0;1782325558748
MOUSE;1;5;0;800;50;720.0;528.0;0;1782325558766
MOUSE;1;5;0;800;50;741.0;532.0;0;1782325558782
MOUSE;1;5;0;800;50;756.0;532.0;0;1782325558800
MOUSE;1;5;0;800;50;767.0;532.0;0;1782325558816
MOUSE;1;5;0;800;50;779.0;532.0;0;1782325558832
MOUSE;1;5;0;800;50;786.0;532.0;0;1782325558849
MOUSE;1;5;0;800;50;793.0;532.0;0;1782325558867
MOUSE;1;5;0;800;50;799.0;532.0;0;1782325558884
MOUSE;1;5;0;800;50;808.0;532.0;0;1782325558900
MOUSE;1;5;0;800;50;820.0;530.0;0;1782325558917
MOUSE;1;5;0;800;50;839.0;528.0;0;1782325558935
MOUSE;1;5;0;800;50;856.0;527.0;0;1782325558951
MOUSE;1;5;0;800;50;868.0;525.0;0;1782325558968
MOUSE;1;5;0;800;50;881.0;524.0;0;1782325558984
MOUSE;1;5;0;800;50;889.0;524.0;0;1782325559002
